Layer,Name,GEOID,Population,ZIP,TRACT,RES_RATIO,BUS_RATIO,OTH_RATIO,TOT_RATIO
Census tract,Tract 1408,17031140800,6373,60618,17031140800,0.00639074,0.040207523,0.010609172,0.009231718
Census tract,Tract 1408,17031140800,6373,60625,17031140800,0.075343505,0.055404178,0.064179312,0.072413467
Census tract,Tract 1502,17031150200,7753,60630,17031150200,0.045370326,0.050685748,0.045138889,0.045686259
Census tract,Tract 1502,17031150200,7753,60641,17031150200,0.080485717,0.135601118,0.089652449,0.085144212
Census tract,Tract 1503,17031150300,7862,60630,17031150300,0.103852915,0.123434705,0.119318182,0.107013208
Census tract,Tract 1503,17031150300,7862,60634,17031150300,0.000260068,0.005913978,0.001458257,0.000697992
Census tract,Tract 1503,17031150300,7862,60641,17031150300,0.04584728,0.025629077,0.029225908,0.043033057
Census tract,Tract 1504.01,17031150401,4909,60630,17031150401,0.076820752,0.062611807,0.079229798,0.076195258
Census tract,Tract 1504.01,17031150401,4909,60634,17031150401,0.003938178,0.009139785,0.015311703,0.005234938
Census tract,Tract 1504.02,17031150402,3817,60634,17031150402,0.04829841,0.052688172,0.056872038,0.049303595
Census tract,Tract 1505.01,17031150501,3903,60630,17031150501,0.061190555,0.006559332,0.03219697,0.054105198
Census tract,Tract 1505.01,17031150501,3903,60634,17031150501,0.002637836,0.001075269,0.005468465,0.002791967
Census tract,Tract 1505.01,17031150501,3903,60706,17031150501,0.000509944,0.0,0.0,0.000434745
Census tract,Tract 1505.02,17031150502,4339,60630,17031150502,0.000665115,0.0,0.001262626,0.000695142
Census tract,Tract 1505.02,17031150502,4339,60634,17031150502,0.05509734,0.044623656,0.093328472,0.057806402
Census tract,Tract 1506,17031150600,4063,60634,17031150600,0.050787636,0.086021505,0.052132701,0.052983914
Census tract,Tract 1507,17031150700,4040,60634,17031150700,0.001448952,0.005913978,0.002916515,0.00184016
Census tract,Tract 1507,17031150700,4040,60641,17031150700,0.055187982,0.010717614,0.045418641,0.051231397
Census tract,Tract 1508,17031150800,4814,60641,17031150800,0.063361096,0.05778192,0.045813586,0.061504017
Census tract,Tract 1510.01,17031151001,2803,60641,17031151001,0.031408111,0.013513514,0.016587678,0.028908205
Census tract,Tract 1510.02,17031151002,4892,60641,17031151002,0.118120962,0.136067102,0.075829384,0.115863295
Census tract,Tract 1511,17031151100,5335,60634,17031151100,0.001040273,0.017204301,0.002916515,0.002157429
Census tract,Tract 1511,17031151100,5335,60641,17031151100,0.063127578,0.041006524,0.089652449,0.063775846
Census tract,Tract 1512,17031151200,3616,60634,17031151200,0.045734879,0.05,0.046664236,0.046067451
Census tract,Tract 1601,17031160100,2537,60630,17031160100,0.042947408,0.059033989,0.066919192,0.046922067
Census tract,Tract 1601,17031160100,2537,60641,17031160100,0.000350276,0.004193849,0.002764613,0.000823127
Census tract,Tract 1602,17031160200,3023,60630,17031160200,0.023374032,0.025044723,0.026199495,0.023827914
Census tract,Tract 1602,17031160200,3023,60641,17031160200,0.029462131,0.032618826,0.028041074,0.029566706
Census tract,Tract 1603,17031160300,3524,60618,17031160300,0.000630846,0.0,0.000855578,0.000616917
Census tract,Tract 1603,17031160300,3524,60641,17031160300,0.079863003,0.055917987,0.191153239,0.087448966
Census tract,Tract 1604,17031160400,4734,60618,17031160400,0.051893908,0.058365759,0.049623546,0.052041333
Census tract,Tract 1604,17031160400,4734,60641,17031160400,0.005176306,0.013979497,0.010268562,0.006222837
Census tract,Tract 1605.01,17031160501,4019,60618,17031160501,0.036287336,0.021400778,0.036276523,0.035274418
Census tract,Tract 1605.01,17031160501,4019,60625,17031160501,0.000181989,0.0,0.000139218,0.000165274
Census tract,Tract 1605.02,17031160502,3729,60618,17031160502,0.035217642,0.028534371,0.028576318,0.033908388
Census tract,Tract 1606.01,17031160601,3362,60618,17031160601,0.037384459,0.025291829,0.053045859,0.038579329
Census tract,Tract 1606.02,17031160602,3735,60618,17031160602,0.043610631,0.024967575,0.049110198,0.043051975
Census tract,Tract 1607,17031160700,5811,60618,17031160700,0.056446968,0.037613489,0.027207392,0.051402384
Census tract,Tract 1608,17031160800,5459,60618,17031160800,0.055980691,0.077172503,0.029774127,0.054046313
Census tract,Tract 1609,17031160900,2535,60618,17031160900,0.02443841,0.018158236,0.009753593,0.022120872
Census tract,Tract 1609,17031160900,2535,60641,17031160900,0.004709271,0.008853681,0.009083728,0.005366785
Census tract,Tract 1610,17031161000,2171,60618,17031161000,0.000109712,0.0,0.000171116,0.000110164
Census tract,Tract 1610,17031161000,2171,60641,17031161000,0.032887055,0.034482759,0.042259084,0.033781114
Census tract,Tract 1611,17031161100,2038,60641,17031161100,0.031914066,0.037744641,0.037519747,0.032793362
Census tract,Tract 1612,17031161200,3121,60641,17031161200,0.033315171,0.035880708,0.015007899,0.031970236
Census tract,Tract 1613,17031161300,3732,60641,17031161300,0.059002102,0.089468779,0.086887836,0.063479521
Census tract,Tract 1701,17031170100,1931,60634,17031170100,0.042948432,0.05,0.026613197,0.041942955
Census tract,Tract 1701,17031170100,1931,60706,17031170100,0.000407955,0.0,0.0,0.000347796
Census tract,Tract 1702,17031170200,3754,60634,17031170200,0.046366473,0.043010753,0.03609187,0.045274279
Census tract,Tract 1703,17031170300,5338,60634,17031170300,0.096671125,0.109677419,0.060517681,0.094292332
Census tract,Tract 1704,17031170400,4189,60634,17031170400,0.056843513,0.05483871,0.040831207,0.055331705
Census tract,Tract 1705,17031170500,5519,60634,17031170500,0.074751077,0.027419355,0.083120671,0.072686316
Census tract,Tract 1706,17031170600,2487,60171,17031170600,0.0,0.031347962,0.001176471,0.001930502
Census tract,Tract 1706,17031170600,2487,60634,17031170600,0.035332144,0.009139785,0.01676996,0.032171071
Census tract,Tract 1707,17031170700,3295,60634,17031170700,0.042725516,0.01827957,0.036456435,0.040737333
Census tract,Tract 1708,17031170800,4099,60634,17031170800,0.051307772,0.062903226,0.048487058,0.051746566
Census tract,Tract 1709,17031170900,1943,60634,17031170900,0.004272552,0.015591398,0.01676996,0.00602811
Census tract,Tract 1709,17031170900,1943,60707,17031170900,0.030351156,0.004136505,0.011538462,0.026935198
Census tract,Tract 1710,17031171000,6877,60634,17031171000,0.097637093,0.103225806,0.095880423,0.097814017
Census tract,Tract 1711,17031171100,4013,60634,17031171100,0.046292168,0.041397849,0.034998177,0.045020464
Census tract,Tract 1801,17031180100,6228,60634,17031180100,0.069289642,0.037634409,0.06963179,0.067451379
Census tract,Tract 1801,17031180100,6228,60707,17031180100,0.026174931,0.036194416,0.044444444,0.02875714
Census tract,Tract 1901,17031190100,2453,60639,17031190100,4.3307e-05,0.018394057,0.003249014,0.002216561
Census tract,Tract 1901,17031190100,2453,60641,17031190100,0.025103137,0.029356943,0.015007899,0.024562097
Census tract,Tract 1902,17031190200,5838,60639,17031190200,0.003637781,0.01131942,0.008586679,0.0050617
Census tract,Tract 1902,17031190200,5838,60641,17031190200,0.052736047,0.039608574,0.021721959,0.049222969
Census tract,Tract 1903,17031190300,5518,60634,17031190300,0.001300342,0.025806452,0.006197594,0.003172689
Census tract,Tract 1903,17031190300,5518,60639,17031190300,0.001342514,0.012380615,0.001624507,0.002415059
Census tract,Tract 1903,17031190300,5518,60641,17031190300,0.066708181,0.057315937,0.048578199,0.064533123
Census tract,Tract 1904.01,17031190401,4394,60634,17031190401,0.041165106,0.052688172,0.036456435,0.041435325
Census tract,Tract 1904.01,17031190401,4394,60639,17031190401,0.00407085,0.004598514,0.007658389,0.004631621
Census tract,Tract 1904.02,17031190402,5385,60634,17031190402,0.053499777,0.063978495,0.085308057,0.056886323
Census tract,Tract 1904.02,17031190402,5385,60639,17031190402,0.002858256,0.014503007,0.004873521,0.004234625
Census tract,Tract 1906.01,17031190601,4976,60639,17031190601,0.043090382,0.03395826,0.034810861,0.04105601
Census tract,Tract 1906.02,17031190602,5123,60639,17031190602,0.051015547,0.030067209,0.026456254,0.045555298
Census tract,Tract 1907.01,17031190701,2735,60639,17031190701,0.033303018,0.031128405,0.033882571,0.033182254
Census tract,Tract 1907.02,17031190702,5056,60639,17031190702,0.046251786,0.021577644,0.052448364,0.044827472
Census tract,Tract 1908,17031190800,6951,60639,17031190800,0.072365857,0.056950831,0.076119749,0.071459291
Census tract,Tract 1909,17031190900,2235,60639,17031190900,0.026417219,0.015564202,0.018565793,0.024282926
Census tract,Tract 1910,17031191000,2730,60639,17031191000,0.024814863,0.02829855,0.014852634,0.023720515
Census tract,Tract 1911,17031191100,6927,60639,17031191100,0.109696419,0.099752388,0.090740311,0.106064115
Census tract,Tract 1912,17031191200,4053,60639,17031191200,0.032869949,0.027591086,0.037131585,0.032983756
Census tract,Tract 1913.01,17031191301,5525,60639,17031191301,0.051232082,0.042801556,0.041540961,0.049062097
Census tract,Tract 1913.02,17031191302,5046,60639,17031191302,0.050799013,0.058719491,0.047574843,0.05108016
Census tract,Tract 2001,17031200100,3836,60639,17031200100,0.000606297,0.017686594,0.002088652,0.002415059
Census tract,Tract 2001,17031200100,3836,60641,17031200100,0.047404063,0.012115564,0.009873618,0.041781904
Census tract,Tract 2002,17031200200,4848,60639,17031200200,0.059850158,0.04350902,0.073102808,0.06021107
Census tract,Tract 2003,17031200300,1919,60639,17031200300,0.018058984,0.029713477,0.022975168,0.019849803
Census tract,Tract 2004.01,17031200401,3697,60639,17031200401,0.040405353,0.012026884,0.040380599,0.037747709
Census tract,Tract 2004.02,17031200402,4477,60639,17031200402,0.047161232,0.026883622,0.059874681,0.047077116
Census tract,Tract 2004.02,17031200402,4477,60647,17031200402,0.000183021,0.004102564,0.000959233,0.000545322
Census tract,Tract 2101,17031210100,4102,60618,17031210100,0.043830056,0.057068742,0.038843258,0.044087514
Census tract,Tract 2104,17031210400,2580,60639,17031210400,0.005326751,0.007074637,0.000464145,0.004797036
Census tract,Tract 2104,17031210400,2580,60641,17031210400,0.035416829,0.029356943,0.039494471,0.035328592
Census tract,Tract 2105.01,17031210501,3033,60618,17031210501,0.034339943,0.033398184,0.022073922,0.032696587
Census tract,Tract 2105.01,17031210501,3033,60641,17031210501,3.892e-05,0.009319664,0.000394945,0.000724351
Census tract,Tract 2105.02,17031210502,4470,60618,17031210502,0.033791382,0.01232166,0.034052019,0.032366096
Census tract,Tract 2105.02,17031210502,4470,60641,17031210502,0.000817311,0.007921715,0.002764613,0.001481628
Census tract,Tract 2105.02,17031210502,4470,60647,17031210502,0.00358198,0.006837607,0.003117506,0.003696074
Census tract,Tract 2106.01,17031210601,2841,60618,17031210601,0.029101182,0.018158236,0.03045859,0.028532399
Census tract,Tract 2106.02,17031210602,4092,60618,17031210602,0.03864615,0.061932555,0.046372348,0.041223258
Census tract,Tract 2106.02,17031210602,4092,60647,17031210602,0.004470939,0.006495726,0.004676259,0.004625141
Census tract,Tract 2107,17031210700,4240,60618,17031210700,0.040236979,0.016861219,0.04192334,0.038865755
Census tract,Tract 2107,17031210700,4240,60647,17031210700,0.002849897,0.005470085,0.00263789,0.002968977
Census tract,Tract 2108,17031210800,1165,60618,17031210800,0.01036781,0.010376135,0.015400411,0.01101637
Census tract,Tract 2108,17031210800,1165,60647,17031210800,0.000575209,0.002735043,0.000479616,0.000686702
Census tract,Tract 2109,17031210900,3058,60618,17031210900,0.03368167,0.0538262,0.040896646,0.035979465
Census tract,Tract 2109,17031210900,3058,60647,17031210900,0.002353126,0.001709402,0.002757794,0.002383261
Census tract,Tract 2203,17031220300,2068,60647,17031220300,0.0251523,0.014017094,0.032374101,0.025710939
Census tract,Tract 2204,17031220400,2747,60647,17031220400,0.0264073,0.035555556,0.021942446,0.02619567
Census tract,Tract 2205,17031220500,2503,60647,17031220500,0.038957304,0.042393162,0.034532374,0.03841493
Census tract,Tract 2206.01,17031220601,1612,60647,17031220601,0.016837922,0.018803419,0.00971223,0.015753757
Census tract,Tract 2206.02,17031220602,4916,60647,17031220602,0.064161895,0.051623932,0.058033573,0.062388916
Census tract,Tract 2207.01,17031220701,3213,60647,17031220701,0.021178132,0.017094017,0.016786571,0.020197124
Census tract,Tract 2207.02,17031220702,3902,60639,17031220702,0.000866138,0.017332862,0.001392434,0.002481225
Census tract,Tract 2207.02,17031220702,3902,60647,17031220702,0.040526054,0.012991453,0.023021583,0.035950881
Census tract,Tract 2209.01,17031220901,2998,60639,17031220901,0.00056299,0.001414927,0.001392434,0.000760909
Census tract,Tract 2209.01,17031220901,2998,60647,17031220901,0.02439407,0.006837607,0.014748201,0.021732105
Census tract,Tract 2209.02,17031220902,2808,60639,17031220902,0.0,0.001414927,0.000232072,0.000165415
Census tract,Tract 2209.02,17031220902,2808,60647,17031220902,0.018432818,0.023247863,0.009232614,0.017167555
Census tract,Tract 2210,17031221000,2771,60647,17031221000,0.026067404,0.013333333,0.022302158,0.024680885
Census tract,Tract 2211,17031221100,4868,60647,17031221100,0.049154182,0.03042735,0.056235012,0.049240588
Census tract,Tract 2212,17031221200,3174,60647,17031221200,0.033832719,0.017094017,0.035731415,0.033163677
Census tract,Tract 2213,17031221300,2879,60647,17031221300,0.040839804,0.04,0.058033573,0.043686379
Census tract,Tract 2214,17031221400,3144,60647,17031221400,0.057573143,0.090940171,0.031294964,0.055117951
Census tract,Tract 2215,17031221500,2726,60647,17031221500,0.041728763,0.030769231,0.046043165,0.041808047
Census tract,Tract 2216,17031221600,3268,60647,17031221600,0.036264282,0.03042735,0.04940048,0.03813217
Census tract,Tract 2222,17031222200,2327,60647,17031222200,0.026930217,0.030769231,0.029376499,0.027569074
Census tract,Tract 2225,17031222500,1692,60647,17031222500,0.016027401,0.013675214,0.013549161,0.015470997
Census tract,Tract 2226,17031222600,1663,60647,17031222600,0.020001569,0.013675214,0.021103118,0.019813379
Census tract,Tract 2227,17031222700,2564,60647,17031222700,0.023714278,0.015042735,0.025659472,0.023529649
Census tract,Tract 2228,17031222800,1012,60647,17031222800,0.010641357,0.008205128,0.010311751,0.010441913
Census tract,Tract 2229,17031222900,1005,60647,17031222900,0.008889586,0.018461538,0.005995204,0.008967523
Census tract,Tract 2301,17031230100,1620,60647,17031230100,0.018014485,0.004786325,0.021342926,0.017793666
Census tract,Tract 2302,17031230200,2258,60647,17031230200,0.017282401,0.016068376,0.020503597,0.017753272
Census tract,Tract 2303,17031230300,972,60647,17031230300,0.006196564,0.006495726,0.004796163,0.005978349
Census tract,Tract 2304,17031230400,2090,60639,17031230400,0.000952752,0.002476123,0.002552796,0.00132332
Census tract,Tract 2304,17031230400,2090,60647,17031230400,0.017047089,0.019145299,0.006354916,0.015370011
Census tract,Tract 2305,17031230500,3327,60639,17031230500,0.042743926,0.042094093,0.046878626,0.043272571
Census tract,Tract 2306,17031230600,6988,60639,17031230600,0.002035425,0.021931376,0.004177303,0.004201542
Census tract,Tract 2306,17031230600,6988,60651,17031230600,0.086376593,0.090909091,0.127932351,0.093072137
Census tract,Tract 2307,17031230700,6252,60647,17031230700,0.002980626,0.014358974,0.001678657,0.003433511
Census tract,Tract 2307,17031230700,6252,60651,17031230700,0.076211477,0.073904513,0.079923622,0.076635278
Census tract,Tract 2308,17031230800,1232,60647,17031230800,0.000679792,0.006153846,0.001199041,0.001090645
Census tract,Tract 2308,17031230800,1232,60651,17031230800,0.015973754,0.012426422,0.009274414,0.014713301
Census tract,Tract 2309,17031230900,4808,60647,17031230900,0.000862813,0.016752137,0.000719424,0.001777347
Census tract,Tract 2309,17031230900,4808,60651,17031230900,0.099607379,0.026160889,0.16639389,0.105179082
Census tract,Tract 2311,17031231100,1217,60651,17031231100,0.016027537,0.009156311,0.011456628,0.014881453
Census tract,Tract 2312,17031231200,6504,60651,17031231200,0.094874415,0.083060824,0.122204037,0.098326888
Census tract,Tract 2315,17031231500,5586,60624,17031231500,0.142177236,0.031083481,0.120512821,0.131668672
Census tract,Tract 2315,17031231500,5586,60651,17031231500,0.002420266,0.041857423,0.002182215,0.004918446
Census tract,Tract 2402,17031240200,1633,60622,17031240200,0.031648703,0.014789039,0.018662263,0.028256913
Census tract,Tract 2403,17031240300,1215,60622,17031240300,0.023841261,0.023923445,0.029066887,0.024760914
Census tract,Tract 2403,17031240300,1215,60647,17031240300,0.001490313,0.013675214,0.001558753,0.002221684
Census tract,Tract 2405,17031240500,2425,60647,17031240500,0.035296886,0.037948718,0.040647482,0.036354823
Census tract,Tract 2406,17031240600,1725,60647,17031240600,0.016602609,0.015384615,0.02146283,0.017349329
Census tract,Tract 2407,17031240700,1876,60647,17031240700,0.019321777,0.00957265,0.024820144,0.019671999
Census tract,Tract 2408,17031240800,1370,60647,17031240800,0.01942636,0.011965812,0.026258993,0.020136533
Census tract,Tract 2409,17031240900,981,60622,17031240900,0.021175306,0.019138756,0.017175888,0.020340354
Census tract,Tract 2409,17031240900,981,60651,17031240900,0.0,0.000654022,0.0,4.2038e-05
Census tract,Tract 2410,17031241000,2097,60622,17031241000,0.032829341,0.009134406,0.050867052,0.034411025
Census tract,Tract 2410,17031241000,2097,60647,17031241000,0.000784375,0.005811966,0.002158273,0.001312813
Census tract,Tract 2411,17031241100,3758,60622,17031241100,0.062916556,0.031317964,0.064244426,0.061049955
Census tract,Tract 2411,17031241100,3758,60647,17031241100,0.001333438,0.011623932,0.003117506,0.002241881
Census tract,Tract 2412,17031241200,1820,60622,17031241200,0.028639982,0.023488473,0.023947151,0.027476814
Census tract,Tract 2412,17031241200,1820,60647,17031241200,0.002117813,0.00991453,0.004316547,0.00294878
Census tract,Tract 2413,17031241300,1995,60622,17031241300,0.028449556,0.010439321,0.032700248,0.02799688
Census tract,Tract 2413,17031241300,1995,60647,17031241300,0.000575209,0.003760684,0.001079137,0.000848279
Census tract,Tract 2414,17031241400,5480,60622,17031241400,0.106295464,0.116572423,0.09611891,0.105197769
Census tract,Tract 2414,17031241400,5480,60647,17031241400,0.000862813,0.005470085,0.002398082,0.001393602
Census tract,Tract 2415,17031241500,2791,60622,17031241500,0.073770804,0.151805133,0.058794385,0.076334113
Census tract,Tract 2416,17031241600,3480,60622,17031241600,0.008264463,0.022183558,0.011065235,0.009679004
Census tract,Tract 2416,17031241600,3480,60642,17031241600,0.142857143,0.019619501,0.181039949,0.137735849
Census tract,Tract 2420,17031242000,4763,60622,17031242000,0.005903188,0.023488473,0.008587944,0.007540955
Census tract,Tract 2420,17031242000,4763,60642,17031242000,0.195397559,0.065398335,0.220355105,0.187146226
Census tract,Tract 2421,17031242100,3855,60622,17031242100,0.079978672,0.052196607,0.096284063,0.080985814
Census tract,Tract 2422,17031242200,3670,60622,17031242200,0.075827398,0.042192258,0.081090008,0.074513883
Census tract,Tract 2423,17031242300,3517,60622,17031242300,0.063982938,0.043932144,0.061436829,0.062205657
Census tract,Tract 2424,17031242400,2729,60622,17031242400,0.047987203,0.056546324,0.05730801,0.050186357
Census tract,Tract 2425,17031242500,3477,60622,17031242500,0.053890391,0.034797738,0.04954583,0.051862125
Census tract,Tract 2426,17031242600,5293,60622,17031242600,0.095517386,0.062635929,0.083732453,0.091271561
Census tract,Tract 2427,17031242700,1682,60622,17031242700,0.029592109,0.036102653,0.029562345,0.030019358
Census tract,Tract 2428,17031242800,1621,60612,17031242800,0.033985645,0.030635574,0.023645546,0.031693224
Census tract,Tract 2428,17031242800,1621,60622,17031242800,0.003122977,0.013484124,0.003798514,0.003929387
Census tract,Tract 2429,17031242900,1803,60612,17031242900,0.050303662,0.050754458,0.05486685,0.05121695
Census tract,Tract 2429,17031242900,1803,60622,17031242900,0.00232319,0.011309265,0.003798514,0.00317818
Census tract,Tract 2430,17031243000,2182,60612,17031243000,0.059260168,0.043895748,0.070247934,0.059884434
Census tract,Tract 2430,17031243000,2182,60622,17031243000,0.003122977,0.011744237,0.004293972,0.003900494
Census tract,Tract 2431,17031243100,2274,60622,17031243100,0.037056785,0.075250109,0.031709331,0.03865823
Census tract,Tract 2432,17031243200,2139,60622,17031243200,0.038085082,0.063940844,0.04178365,0.040449568
Census tract,Tract 2433,17031243300,2457,60622,17031243300,0.000685531,0.006959548,0.000660611,0.001097917
Census tract,Tract 2433,17031243300,2457,60642,17031243300,0.110029693,0.067776457,0.155992391,0.114386792
Census tract,Tract 2434,17031243400,2849,60642,17031243400,0.135021445,0.062425684,0.149968294,0.130601415
Census tract,Tract 2435,17031243500,3601,60642,17031243500,0.234823491,0.239001189,0.141407736,0.217865566
Census tract,Tract 2435,17031243500,3601,60654,17031243500,0.0,0.000521512,0.0,8.8359e-05
Census tract,Tract 2502,17031250200,2866,60639,17031250200,0.033389632,0.028652282,0.029473196,0.032388262
Census tract,Tract 2503,17031250300,5122,60639,17031250300,0.057598198,0.030067209,0.062891622,0.055777947
Census tract,Tract 2504,17031250400,4769,60639,17031250400,0.076003638,0.099044924,0.080529125,0.078803719
Census tract,Tract 2505,17031250500,7242,60639,17031250500,0.002901563,0.001414927,0.002784869,0.002745889
Census tract,Tract 2505,17031250500,7242,60707,17031250500,0.165696136,0.192347466,0.080769231,0.157179437
Census tract,Tract 2506,17031250600,4252,60639,17031250600,0.001602356,0.015917934,0.002784869,0.003109802
Census tract,Tract 2506,17031250600,4252,60651,17031250600,0.062281504,0.041857423,0.028641571,0.055784429
Census tract,Tract 2507,17031250700,5214,60639,17031250700,0.00294487,0.025114963,0.005105593,0.005326364
Census tract,Tract 2507,17031250700,5214,60651,17031250700,0.087613618,0.035971223,0.074740862,0.082310409
Census tract,Tract 2508,17031250800,2621,60639,17031250800,0.000779524,0.012380615,0.001856579,0.002018063
Census tract,Tract 2508,17031250800,2621,60651,17031250800,0.037917496,0.024852845,0.021549373,0.034555238
Census tract,Tract 2510,17031251000,1022,60651,17031251000,0.018716721,0.060824068,0.020458265,0.021691609
Census tract,Tract 2511,17031251100,4811,60651,17031251100,0.104501694,0.090255069,0.076923077,0.0993358
Census tract,Tract 2512,17031251200,3807,60651,17031251200,0.060452859,0.03793329,0.025913803,0.053682529
Census tract,Tract 2513,17031251300,4047,60651,17031251300,0.076910665,0.077828646,0.070921986,0.076046746
Census tract,Tract 2514,17031251400,4029,60644,17031251400,0.09530316,0.032166509,0.082098062,0.089885687
Census tract,Tract 2514,17031251400,4029,60651,17031251400,0.000914323,0.031393067,0.001363884,0.00294266
Census tract,Tract 2515,17031251500,4342,60644,17031251500,0.085681753,0.023651845,0.074344356,0.0806711
Census tract,Tract 2515,17031251500,4342,60651,17031251500,0.003495939,0.031393067,0.002182215,0.005086598
Census tract,Tract 2516,17031251600,4261,60644,17031251600,0.061315115,0.018921476,0.041961231,0.055678706
Census tract,Tract 2516,17031251600,4261,60651,17031251600,0.001344592,0.014388489,0.001363884,0.002185976
Census tract,Tract 2517,17031251700,1182,60644,17031251700,0.023000285,0.061494797,0.021664766,0.024514278
Census tract,Tract 2517,17031251700,1182,60651,17031251700,0.000806755,0.018312623,0.000818331,0.001933748
Census tract,Tract 2518,17031251800,5300,60644,17031251800,0.095929405,0.16461684,0.11949829,0.103577172
Census tract,Tract 2519,17031251900,4653,60644,17031251900,0.122516368,0.071901608,0.141847206,0.123875342
Census tract,Tract 2520,17031252000,5259,60644,17031252000,0.136806149,0.076631977,0.142075257,0.135045856
Census tract,Tract 2521.01,17031252101,1270,60644,17031252101,0.039339596,0.053926206,0.034663626,0.039118529
Census tract,Tract 2521.02,17031252102,6864,60644,17031252102,0.137546257,0.14474929,0.118586089,0.134263485
Census tract,Tract 2522.01,17031252201,2646,60644,17031252201,0.056988329,0.033112583,0.072063854,0.058764724
Census tract,Tract 2522.02,17031252202,4127,60624,17031252202,0.0,0.002664298,0.00025641,0.000200562
Census tract,Tract 2522.02,17031252202,4127,60644,17031252202,0.089723883,0.081362346,0.095096921,0.090363802
Census tract,Tract 2601,17031260100,1204,60624,17031260100,0.038275908,0.063943162,0.031538462,0.038407541
Census tract,Tract 2602,17031260200,960,60624,17031260200,0.035594584,0.097690941,0.036153846,0.039209787
Census tract,Tract 2603,17031260300,1668,60624,17031260300,0.105443089,0.122557726,0.052051282,0.095968712
Census tract,Tract 2604,17031260400,1174,60624,17031260400,0.029293471,0.044404973,0.033333333,0.030936623
Census tract,Tract 2605,17031260500,1538,60624,17031260500,0.036130849,0.041740675,0.042820513,0.037755716
Census tract,Tract 2606,17031260600,2018,60624,17031260600,0.049403405,0.020426288,0.052051282,0.048285199
Census tract,Tract 2607,17031260700,1669,60624,17031260700,0.037605577,0.048845471,0.052564103,0.041165263
Census tract,Tract 2608,17031260800,2447,60624,17031260800,0.05402869,0.046181172,0.065897436,0.055906538
Census tract,Tract 2609,17031260900,1461,60624,17031260900,0.032242928,0.037300178,0.033589744,0.032791817
Census tract,Tract 2610,17031261000,2276,60624,17031261000,0.049336372,0.045293073,0.048205128,0.048886883
Census tract,Tract 2705,17031270500,1271,60624,17031270500,0.062541896,0.01687389,0.051538462,0.057811873
Census tract,Tract 2712,17031271200,1326,60612,17031271200,0.027053555,0.020576132,0.033746556,0.027709683
Census tract,Tract 2713,17031271300,1110,60612,17031271300,0.0,0.000914495,0.000229568,0.000131326
Census tract,Tract 2713,17031271300,1110,60624,17031271300,0.02259016,0.008880995,0.036666667,0.024568793
Census tract,Tract 2714,17031271400,1272,60624,17031271400,0.039549537,0.028419183,0.061025641,0.043120738
Census tract,Tract 2715,17031271500,1527,60624,17031271500,0.032846226,0.007104796,0.035384615,0.03188929
Census tract,Tract 2718,17031271800,730,60612,17031271800,0.0188332,0.018289895,0.030532599,0.021012082
Census tract,Tract 2801,17031280100,6603,60606,17031280100,0.243334355,0.054776594,0.088607595,0.123647772
Census tract,Tract 2801,17031280100,6603,60654,17031280100,0.025532389,0.001825293,0.003480278,0.020675944
Census tract,Tract 2801,17031280100,6603,60661,17031280100,0.479152493,0.574893875,0.567226891,0.495247301
Census tract,Tract 2804,17031280400,1585,60607,17031280400,0.0,0.006744329,0.002124044,0.001129944
Census tract,Tract 2804,17031280400,1585,60612,17031280400,0.035703331,0.064014632,0.030073462,0.037340221
Census tract,Tract 2808,17031280800,786,60612,17031280800,0.086068339,0.064014632,0.040174472,0.075205743
Census tract,Tract 2808,17031280800,786,60686,17031280800,0.0,0.0,1.0,1.0
Census tract,Tract 2809,17031280900,890,60612,17031280900,0.028587203,0.004572474,0.01584022,0.023857468
Census tract,Tract 2819,17031281900,6221,60606,17031281900,0.065277352,0.06505889,0.088607595,0.066745997
Census tract,Tract 2819,17031281900,6221,60607,17031281900,0.005689589,0.021152667,0.00382328,0.007616656
Census tract,Tract 2819,17031281900,6221,60661,17031281900,0.470988434,0.420861128,0.392857143,0.461333978
Census tract,Tract 2827,17031282700,2285,60608,17031282700,0.000198744,0.001729505,0.000582751,0.000391602
Census tract,Tract 2827,17031282700,2285,60612,17031282700,0.063247654,0.021033379,0.101928375,0.066582035
Census tract,Tract 2828,17031282800,1607,60608,17031282800,0.000158995,0.002421308,0.0003885,0.000391602
Census tract,Tract 2828,17031282800,1607,60612,17031282800,0.04024293,0.032007316,0.055785124,0.04241814
Census tract,Tract 2831,17031283100,3194,60607,17031283100,0.077520652,0.019926426,0.084961767,0.070391295
Census tract,Tract 2832,17031283200,1622,60607,17031283200,0.039498878,0.010423053,0.061597281,0.037706633
Census tract,Tract 2832,17031283200,1622,60608,17031283200,0.002384927,0.001037703,0.006798757,0.002952074
Census tract,Tract 2838,17031283800,3668,60608,17031283800,0.068169171,0.005188516,0.031080031,0.056932855
Census tract,Tract 2909,17031290900,3857,60623,17031290900,0.066700968,0.04311612,0.106146572,0.070994575
Census tract,Tract 2909,17031290900,3857,60624,17031290900,0.004826384,0.021314387,0.004615385,0.005716005
Census tract,Tract 2912,17031291200,2124,60623,17031291200,0.041255438,0.007349339,0.075177305,0.043942134
Census tract,Tract 2912,17031291200,2124,60624,17031291200,0.000134066,0.010657194,0.0,0.000701966
Census tract,Tract 2916,17031291600,945,60608,17031291600,0.013355593,0.002075406,0.020590521,0.013495195
