Layer,Name,GEOID,Population,ZIP,TRACT,RES_RATIO,BUS_RATIO,OTH_RATIO,TOT_RATIO
Census tract,Tract 2922,17031292200,2506,60623,17031292200,0.041769961,0.015188633,0.066903073,0.043652803
Census tract,Tract 2924,17031292400,2000,60623,17031292400,0.034519856,0.034786869,0.047754137,0.036564195
Census tract,Tract 2925,17031292500,3595,60623,17031292500,0.062818654,0.045075943,0.04751773,0.059168174
Census tract,Tract 3005,17031300500,2916,60623,17031300500,0.025071332,0.054385105,0.019621749,0.026401447
Census tract,Tract 3006,17031300600,3035,60623,17031300600,0.029889144,0.04066634,0.025768322,0.03005425
Census tract,Tract 3007,17031300700,4841,60623,17031300700,0.039337668,0.037726605,0.027186761,0.037359855
Census tract,Tract 3008,17031300800,3960,60623,17031300800,0.037466673,0.051935326,0.03356974,0.037938517
Census tract,Tract 3009,17031300900,4223,60623,17031300900,0.037653772,0.047035767,0.03144208,0.037396022
Census tract,Tract 3011,17031301100,2217,60608,17031301100,0.003815884,0.004842615,0.004079254,0.00394614
Census tract,Tract 3011,17031301100,2217,60623,17031301100,0.019084148,0.00832925,0.017730496,0.018083183
Census tract,Tract 3012,17031301200,4417,60608,17031301200,0.037642102,0.031822899,0.041958042,0.037804621
Census tract,Tract 3016,17031301600,4242,60623,17031301600,0.035876327,0.030377266,0.009456265,0.031428571
Census tract,Tract 3017.01,17031301701,3785,60623,17031301701,0.036203751,0.064674179,0.018439716,0.035587703
Census tract,Tract 3017.02,17031301702,4645,60623,17031301702,0.031526264,0.014698677,0.009219858,0.026871609
Census tract,Tract 3018.01,17031301801,3568,60623,17031301801,0.034192432,0.035766781,0.011111111,0.030777577
Census tract,Tract 3018.02,17031301802,3421,60623,17031301802,0.030918191,0.069573738,0.020094563,0.032115732
Census tract,Tract 3018.03,17031301803,4423,60623,17031301803,0.039290893,0.01910828,0.01607565,0.034249548
Census tract,Tract 3102,17031310200,1765,60608,17031310200,0.004571111,0.018678658,0.005439005,0.005934271
Census tract,Tract 3102,17031310200,1765,60616,17031310200,0.019056395,0.02,0.043685465,0.021070508
Census tract,Tract 3103,17031310300,1873,60608,17031310300,0.031043803,0.094430993,0.03982129,0.037925114
Census tract,Tract 3104,17031310400,1286,60608,17031310400,0.018721679,0.00968523,0.027972028,0.01936922
Census tract,Tract 3105,17031310500,1491,60608,17031310500,0.021583592,0.03874092,0.029331779,0.024279302
Census tract,Tract 3106,17031310600,4555,60608,17031310600,0.082399237,0.072293324,0.10042735,0.084314848
Census tract,Tract 3107,17031310700,1514,60608,17031310700,0.038635822,0.051193359,0.027195027,0.037955237
Census tract,Tract 3108,17031310800,4421,60608,17031310800,0.055211066,0.049809754,0.079254079,0.058469139
Census tract,Tract 3109,17031310900,5215,60608,17031310900,0.058708959,0.034590107,0.072649573,0.058770371
Census tract,Tract 3201,17031320100,13568,60601,17031320100,0.818346253,0.666408469,0.738489871,0.778921752
Census tract,Tract 3201,17031320100,13568,60602,17031320100,0.882352941,0.285056849,0.272727273,0.395457311
Census tract,Tract 3201,17031320100,13568,60603,17031320100,0.000996016,0.001596806,0.002906977,0.001557228
Census tract,Tract 3204,17031320400,3150,60602,17031320400,0.0,0.034921494,0.028213166,0.02798621
Census tract,Tract 3204,17031320400,3150,60603,17031320400,0.784860558,0.382035928,0.334302326,0.482740722
Census tract,Tract 3204,17031320400,3150,60604,17031320400,0.710691824,0.182213439,0.294736842,0.288736591
Census tract,Tract 3204,17031320400,3150,60605,17031320400,0.006994261,0.182522124,0.028066528,0.02045944
Census tract,Tract 3204,17031320400,3150,60685,17031320400,0.0,0.0,1.0,1.0
Census tract,Tract 3204,17031320400,3150,60687,17031320400,0.0,0.0,1.0,1.0
Census tract,Tract 3206,17031320600,5183,60605,17031320600,0.232379842,0.212942478,0.124740125,0.226848528
Census tract,Tract 3301,17031330100,20087,60605,17031330100,0.440907461,0.154314159,0.261954262,0.413376406
Census tract,Tract 3301,17031330100,20087,60616,17031330100,0.246774788,0.193488372,0.113185068,0.232593245
Census tract,Tract 3302,17031330200,3599,60605,17031330200,0.043534792,0.01050885,0.3004158,0.051009013
Census tract,Tract 3302,17031330200,3599,60616,17031330200,0.03730188,0.013488372,0.017871326,0.034153091
Census tract,Tract 3302,17031330200,3599,60668,17031330200,0.0,1.0,0.0,1.0
Census tract,Tract 3403,17031340300,1875,60616,17031340300,0.02204202,0.007906977,0.026608419,0.02144789
Census tract,Tract 3404,17031340400,1949,60616,17031340400,0.022816071,0.033023256,0.061556791,0.026573998
Census tract,Tract 3405,17031340500,1591,60616,17031340500,0.030814596,0.011627907,0.046465449,0.030756651
Census tract,Tract 3406,17031340600,981,60609,17031340600,0.020960309,0.005215742,0.045415839,0.023011661
Census tract,Tract 3406,17031340600,981,60616,17031340600,0.0,0.000465116,0.0,3.1449e-05
Census tract,Tract 3501,17031350100,2432,60616,17031350100,0.062624401,0.006046512,0.005559968,0.054280143
Census tract,Tract 3504,17031350400,1979,60616,17031350400,0.027202359,0.006046512,0.014694202,0.024781433
Census tract,Tract 3510,17031351000,3269,60616,17031351000,0.08724659,0.023255814,0.023034154,0.077835084
Census tract,Tract 3511,17031351100,2418,60616,17031351100,0.0,0.004651163,0.001191422,0.000408831
Census tract,Tract 3511,17031351100,2418,60653,17031351100,0.052021821,0.016778523,0.048022599,0.049935753
Census tract,Tract 3514,17031351400,1841,60609,17031351400,0.005004707,0.004267425,0.004825433,0.004920002
Census tract,Tract 3514,17031351400,1841,60616,17031351400,0.0,0.000465116,0.000397141,6.2897e-05
Census tract,Tract 3514,17031351400,1841,60653,17031351400,0.035431078,0.051454139,0.030559836,0.035225309
Census tract,Tract 3515,17031351500,731,60609,17031351500,0.016550221,0.002370792,0.011637809,0.014721264
Census tract,Tract 3515,17031351500,731,60616,17031351500,0.00088463,0.001395349,0.000794281,0.000912007
Census tract,Tract 3602,17031360200,1477,60653,17031360200,0.044991845,0.016778523,0.03749358,0.042580531
Census tract,Tract 3801,17031380100,1894,60653,17031380100,0.068837523,0.063758389,0.068053416,0.068501041
Census tract,Tract 3802,17031380200,1556,60653,17031380200,0.085934424,0.035794183,0.033898305,0.074970092
Census tract,Tract 3805,17031380500,856,60609,17031380500,0.009117487,0.001422475,0.025546409,0.010731027
Census tract,Tract 3807,17031380700,1330,60609,17031380700,0.000198206,0.002370792,0.001135396,0.000503622
Census tract,Tract 3807,17031380700,1330,60653,17031380700,0.035487318,0.035794183,0.054699538,0.038814303
Census tract,Tract 3812,17031381200,1852,60615,17031381200,0.032807451,0.010909091,0.040069018,0.033230128
Census tract,Tract 3812,17031381200,1852,60653,17031381200,0.010460604,0.06935123,0.021571649,0.014710444
Census tract,Tract 3814,17031381400,1415,60609,17031381400,0.0,0.000948317,0.0,7.748e-05
Census tract,Tract 3814,17031381400,1415,60615,17031381400,0.029918266,0.018181818,0.069976994,0.035927777
Census tract,Tract 3814,17031381400,1415,60653,17031381400,0.003824307,0.043624161,0.010785824,0.006601976
Census tract,Tract 3815,17031381500,347,60609,17031381500,0.0,0.001422475,0.0,0.000116221
Census tract,Tract 3815,17031381500,347,60653,17031381500,0.043867049,0.05033557,0.036209553,0.042802074
Census tract,Tract 3817,17031381700,0,60609,17031381700,0.0,0.010905642,0.002554641,0.001239685
Census tract,Tract 3818,17031381800,1252,60609,17031381800,0.0,0.0,0.000283849,3.874e-05
Census tract,Tract 3818,17031381800,1252,60615,17031381800,0.029994298,0.052727273,0.054447853,0.034670918
Census tract,Tract 3819,17031381900,1129,60615,17031381900,0.017943357,0.009090909,0.027223926,0.019128782
Census tract,Tract 3901,17031390100,1626,60653,17031390100,0.038636747,0.041387025,0.041088855,0.039168771
Census tract,Tract 3902,17031390200,2143,60653,17031390200,0.053990214,0.040268456,0.055726759,0.053746289
Census tract,Tract 3903,17031390300,2980,60653,17031390300,0.108430347,0.197986577,0.062403698,0.10403651
Census tract,Tract 3904,17031390400,2582,60615,17031390400,0.066071089,0.027272727,0.064417178,0.064498329
Census tract,Tract 3904,17031390400,2582,60653,17031390400,0.000674878,0.005592841,0.002054443,0.001107714
Census tract,Tract 3905,17031390500,1565,60615,17031390500,0.027447253,0.004545455,0.036042945,0.028049416
Census tract,Tract 3905,17031390500,1565,60653,17031390500,0.005567741,0.0,0.012069851,0.00646905
Census tract,Tract 3906,17031390600,1686,60615,17031390600,0.032959513,0.007272727,0.036618098,0.032678336
Census tract,Tract 3906,17031390600,1686,60653,17031390600,0.0,0.003355705,0.000513611,0.000221543
Census tract,Tract 3907,17031390700,5372,60615,17031390700,0.227979472,0.03,0.026265337,0.189049998
Census tract,Tract 4003,17031400300,1329,60609,17031400300,0.0,0.000474158,0.0,3.874e-05
Census tract,Tract 4003,17031400300,1329,60615,17031400300,0.026154723,0.034545455,0.057898773,0.031513442
Census tract,Tract 4003,17031400300,1329,60637,17031400300,0.002167548,0.002544529,0.002534854,0.00226206
Census tract,Tract 4004,17031400400,2084,60637,17031400400,0.034148382,0.04749788,0.05513308,0.03927501
Census tract,Tract 4005,17031400500,2102,60621,17031400500,0.000132336,0.019631902,0.000317864,0.00099612
Census tract,Tract 4005,17031400500,2102,60637,17031400500,0.042096057,0.016963528,0.060202788,0.045297744
Census tract,Tract 4008,17031400800,2452,60621,17031400800,0.000661682,0.006134969,0.000635728,0.000891266
Census tract,Tract 4008,17031400800,2452,60637,17031400800,0.058942085,0.05682782,0.052217997,0.057371487
Census tract,Tract 4101,17031410100,2007,60615,17031410100,0.064550466,0.049090909,0.02434816,0.057600932
Census tract,Tract 4102,17031410200,1475,60615,17031410200,0.029614142,0.002727273,0.019363497,0.027068453
Census tract,Tract 4105,17031410500,2525,60615,17031410500,0.056605208,0.010909091,0.079754601,0.058765826
Census tract,Tract 4106,17031410600,2516,60615,17031410600,0.038547805,0.036363636,0.051955521,0.040618007
Census tract,Tract 4107,17031410700,2186,60615,17031410700,0.049154153,0.059090909,0.067292945,0.052389565
Census tract,Tract 4108,17031410800,2898,60615,17031410800,0.069454476,0.439090909,0.050996933,0.078967536
Census tract,Tract 4108,17031410800,2898,60637,17031410800,0.011027874,0.000848176,0.000506971,0.008341345
Census tract,Tract 4109,17031410900,3342,60615,17031410900,0.088690363,0.083636364,0.078220859,0.086845897
Census tract,Tract 4110,17031411000,3509,60615,17031411000,0.006310587,0.028181818,0.008819018,0.007449189
Census tract,Tract 4110,17031411000,3509,60637,17031411000,0.097539643,0.043256997,0.032319392,0.081179664
Census tract,Tract 4111,17031411100,2330,60615,17031411100,0.005474244,0.027272727,0.001342025,0.005548573
Census tract,Tract 4111,17031411100,2330,60637,17031411100,0.039966536,0.021204411,0.029024081,0.036899847
Census tract,Tract 4112,17031411200,1689,60615,17031411200,0.001102452,0.0,0.0,0.000888998
Census tract,Tract 4112,17031411200,1689,60637,17031411200,0.030878047,0.034775233,0.028390368,0.030452977
Census tract,Tract 4201,17031420100,1548,60637,17031420100,0.030269613,0.020356234,0.024714829,0.028699881
Census tract,Tract 4202,17031420200,1713,60637,17031420200,0.03084002,0.029686175,0.033840304,0.031470904
Census tract,Tract 4203,17031420300,2768,60637,17031420300,0.03110621,0.014418999,0.038276299,0.032149522
Census tract,Tract 4204,17031420400,1142,60637,17031420400,0.035365251,0.03562341,0.028770596,0.033902618
Census tract,Tract 4205,17031420500,1735,60637,17031420500,0.085599118,0.099236641,0.051964512,0.07855002
Census tract,Tract 4206,17031420600,1894,60637,17031420600,0.04312279,0.072943172,0.064892269,0.04897359
Census tract,Tract 4207,17031420700,2674,60637,17031420700,0.06168004,0.094995759,0.066920152,0.063959735
Census tract,Tract 4208,17031420800,2377,60637,17031420800,0.043008708,0.049194232,0.06121673,0.047277046
Census tract,Tract 4212,17031421200,1126,60637,17031421200,0.028900635,0.050042409,0.018631179,0.02731437
Census tract,Tract 4301.01,17031430101,3199,60649,17031430101,0.076454842,0.049573974,0.077723927,0.07564527
Census tract,Tract 4301.02,17031430102,3120,60649,17031430102,0.07216457,0.028659954,0.052414288,0.067295579
Census tract,Tract 4302,17031430200,4863,60649,17031430200,0.091489128,0.03253292,0.100341052,0.090704011
Census tract,Tract 4303,17031430300,2450,60619,17031430300,3.1198e-05,0.001429933,0.0,0.000104698
Census tract,Tract 4303,17031430300,2450,60637,17031430300,0.044757957,0.019508058,0.062737643,0.047927388
Census tract,Tract 4303,17031430300,2450,60649,17031430300,0.000550035,0.02556158,0.001615509,0.001669938
Census tract,Tract 4304,17031430400,2765,60619,17031430400,0.044488815,0.022402288,0.030833744,0.041826986
Census tract,Tract 4304,17031430400,2765,60649,17031430400,0.000220014,0.0232378,0.000359002,0.001113292
Census tract,Tract 4305,17031430500,3481,60619,17031430500,0.001403925,0.000953289,0.0,0.001230205
Census tract,Tract 4305,17031430500,3481,60649,17031430500,0.073337978,0.081332301,0.076826423,0.074209709
Census tract,Tract 4306,17031430600,2168,60649,17031430600,0.029848557,0.068164214,0.04002872,0.032959306
Census tract,Tract 4307,17031430700,2682,60649,17031430700,0.05151993,0.042602634,0.051337282,0.051152843
Census tract,Tract 4308,17031430800,1957,60649,17031430800,0.025228264,0.0464756,0.032310178,0.027187766
Census tract,Tract 4309,17031430900,1481,60649,17031430900,0.02467823,0.02556158,0.032130677,0.025927988
Census tract,Tract 4312,17031431200,2696,60649,17031431200,0.0431594,0.06041828,0.025668641,0.040957431
Census tract,Tract 4313.01,17031431301,3236,60649,17031431301,0.063694034,0.056545314,0.133907736,0.074883544
Census tract,Tract 4313.02,17031431302,4329,60649,17031431302,0.175057754,0.215336948,0.154191348,0.173175519
Census tract,Tract 4314,17031431400,6924,60649,17031431400,0.152469656,0.054996127,0.084185963,0.137638063
Census tract,Tract 4401.01,17031440101,4088,60619,17031440101,0.078183009,0.040038132,0.177355698,0.0866117
Census tract,Tract 4401.02,17031440102,3473,60619,17031440102,0.062989424,0.059580553,0.138628515,0.070828426
Census tract,Tract 4402.01,17031440201,5198,60619,17031440201,0.083642717,0.082459485,0.139861865,0.089543254
Census tract,Tract 4402.02,17031440202,3012,60619,17031440202,0.06735719,0.054337464,0.082634435,0.068263316
Census tract,Tract 4403,17031440300,4706,60619,17031440300,0.066920413,0.056244042,0.05673409,0.065253239
Census tract,Tract 4406,17031440600,1786,60619,17031440600,0.026237794,0.010486177,0.00271337,0.022876587
Census tract,Tract 4407,17031440700,1469,60619,17031440700,0.020559698,0.011439466,0.011593488,0.019107447
Census tract,Tract 4408,17031440800,1820,60619,17031440800,0.027454528,0.013822688,0.037740503,0.027797409
Census tract,Tract 4409,17031440900,2333,60619,17031440900,0.034380557,0.02907531,0.018746917,0.03243031
Census tract,Tract 4503,17031450300,3733,60617,17031450300,0.048239729,0.082951654,0.058046683,0.050981573
Census tract,Tract 4601,17031460100,3523,60617,17031460100,0.039294614,0.030025445,0.07002457,0.041535471
Census tract,Tract 4601,17031460100,3523,60649,17031460100,0.012577463,0.014717273,0.013821576,0.012861454
Census tract,Tract 4602,17031460200,2468,60617,17031460200,0.028241007,0.023918575,0.065724816,0.031350108
Census tract,Tract 4603.01,17031460301,3634,60617,17031460301,0.035684621,0.019847328,0.048832924,0.036004709
Census tract,Tract 4603.02,17031460302,3322,60617,17031460302,0.046834068,0.019847328,0.072788698,0.047695972
Census tract,Tract 4603.02,17031460302,3322,60649,17031460302,7.3338e-05,0.00697134,0.000359002,0.000380863
Census tract,Tract 4604,17031460400,3311,60617,17031460400,0.049805124,0.01221374,0.108722359,0.053035074
Census tract,Tract 4604,17031460400,3311,60649,17031460400,0.000330021,0.02091402,0.000718004,0.001171886
Census tract,Tract 4605,17031460500,5889,60617,17031460500,0.078078078,0.038167939,0.095823096,0.0775128
Census tract,Tract 4605,17031460500,5889,60649,17031460500,0.001650105,0.052672347,0.001615509,0.003574254
Census tract,Tract 4606,17031460600,1200,60617,17031460600,0.01223564,0.00610687,0.023034398,0.012868603
Census tract,Tract 4607,17031460700,2651,60617,17031460700,0.033096927,0.038167939,0.088452088,0.03830463
Census tract,Tract 4610,17031461000,1288,60617,17031461000,0.028560475,0.076335878,0.034398034,0.031651288
Census tract,Tract 4701,17031470100,2006,60619,17031470100,0.034661342,0.047664442,0.020720276,0.033896087
Census tract,Tract 4801,17031480100,2175,60617,17031480100,0.030445339,0.042748092,0.014127764,0.029652548
Census tract,Tract 4802,17031480200,1146,60617,17031480200,0.0,0.005089059,0.001228501,0.00038332
Census tract,Tract 4802,17031480200,1146,60619,17031480200,0.017814245,0.013822688,0.015786877,0.017379924
Census tract,Tract 4803,17031480300,1109,60617,17031480300,0.000127787,0.015267176,0.000921376,0.00101306
Census tract,Tract 4803,17031480300,1109,60619,17031480300,0.018500608,0.001906578,0.017760237,0.017510797
Census tract,Tract 4804,17031480400,5446,60617,17031480400,0.077726663,0.037150127,0.022727273,0.070640418
Census tract,Tract 4805,17031480500,2939,60617,17031480500,0.064660405,0.107888041,0.024570025,0.063412096
Census tract,Tract 4903,17031490300,2302,60619,17031490300,0.02929523,0.011439466,0.003946719,0.025624918
Census tract,Tract 4904,17031490400,742,60619,17031490400,0.013415281,0.003813155,0.005426739,0.012040309
Census tract,Tract 4905,17031490500,2041,60619,17031490500,0.00018719,0.007149666,0.00123335,0.000680539
Census tract,Tract 4905,17031490500,2041,60628,17031490500,0.026805608,0.004206731,0.024943311,0.025543248
Census tract,Tract 4906,17031490600,1464,60628,17031490600,0.019949954,0.024038462,0.004988662,0.019157436
Census tract,Tract 4907,17031490700,2777,60628,17031490700,0.03547801,0.010216346,0.004988662,0.032171176
Census tract,Tract 4908,17031490800,4006,60628,17031490800,0.052102972,0.039663462,0.043537415,0.050904909
Census tract,Tract 4909.01,17031490901,3264,60628,17031490901,0.111781442,0.106370192,0.198185941,0.117274983
Census tract,Tract 4909.02,17031490902,4204,60628,17031490902,0.073458335,0.053485577,0.078911565,0.072816415
Census tract,Tract 4910,17031491000,3408,60628,17031491000,0.060741096,0.040865385,0.04399093,0.058622359
Census tract,Tract 4911,17031491100,4256,60628,17031491100,0.054365338,0.086538462,0.017687075,0.053537921
Census tract,Tract 4912,17031491200,1931,60628,17031491200,0.027868234,0.032451923,0.025396825,0.027934144
Census tract,Tract 4913,17031491300,2327,60628,17031491300,0.031844514,0.024639423,0.029931973,0.031354034
Census tract,Tract 4914,17031491400,3336,60628,17031491400,0.046687005,0.144230769,0.173696145,0.060075056
Census tract,Tract 5001,17031500100,3136,60619,17031500100,0.000405578,0.010962822,0.00024667,0.00096846
Census tract,Tract 5001,17031500100,3136,60628,17031500100,0.057073321,0.042668269,0.005895692,0.052932631
Census tract,Tract 5002,17031500200,2106,60628,17031500200,0.030507661,0.029447115,0.029024943,0.030355305
Census tract,Tract 5003,17031500300,1598,60628,17031500300,0.028759469,0.026442308,0.026303855,0.028478906
Census tract,Tract 5101,17031510100,3325,60617,17031510100,0.031595425,0.03562341,0.01965602,0.030747748
Census tract,Tract 5102,17031510200,4033,60617,17031510200,0.036547185,0.024427481,0.003071253,0.032910769
Census tract,Tract 5103,17031510300,4817,60617,17031510300,0.070698358,0.058524173,0.008906634,0.064534677
Census tract,Tract 5103,17031510300,4817,60619,17031510300,0.0,0.000476644,0.0,2.6175e-05
Census tract,Tract 5201,17031520100,2001,60617,17031520100,0.017283241,0.038676845,0.0254914,0.019166005
Census tract,Tract 5202,17031520200,3178,60617,17031520200,0.031180116,0.03307888,0.04453317,0.032472688
Census tract,Tract 5203,17031520300,5902,60617,17031520300,0.057248738,0.060050891,0.01965602,0.054048134
Census tract,Tract 5204,17031520400,4515,60617,17031520400,0.038751517,0.044274809,0.030712531,0.03833201
Census tract,Tract 5205,17031520500,5275,60617,17031520500,0.048303623,0.008651399,0.015356265,0.043233031
Census tract,Tract 5206,17031520600,2852,60617,17031520600,0.026643665,0.007633588,0.006449631,0.023820606
Census tract,Tract 5301,17031530100,2263,60628,17031530100,0.029719261,0.055288462,0.062585034,0.033200169
Census tract,Tract 5302,17031530200,4390,60628,17031530200,0.063072019,0.036057692,0.05260771,0.061013256
Census tract,Tract 5303,17031530300,4014,60628,17031530300,0.000239948,0.006009615,0.0,0.000514497
Census tract,Tract 5303,17031530300,4014,60643,17031530300,0.07820968,0.026659104,0.040239726,0.072652558
Census tract,Tract 5304,17031530400,2183,60628,17031530400,0.000514174,0.008413462,0.001360544,0.000968464
Census tract,Tract 5304,17031530400,2183,60643,17031530400,0.036722108,0.013045944,0.017979452,0.034107253
Census tract,Tract 5305.01,17031530501,4148,60628,17031530501,0.070990299,0.047475962,0.061678005,0.069184674
Census tract,Tract 5305.02,17031530502,1456,60628,17031530502,0.019538614,0.005408654,0.001814059,0.01764421
Census tract,Tract 5305.03,17031530503,6171,60628,17031530503,0.054502451,0.038461538,0.017687075,0.051237819
Census tract,Tract 5305.03,17031530503,6171,60643,17031530503,0.017426649,0.0,0.0,0.015327717
Census tract,Tract 5306,17031530600,2403,60628,17031530600,0.043396291,0.021033654,0.071201814,0.044125658
Census tract,Tract 5401.01,17031540101,4104,60827,17031540101,0.135581004,0.143950995,0.230714791,0.145193431
Census tract,Tract 5401.02,17031540102,3255,60628,17031540102,0.0,0.021634615,0.002267574,0.001240845
Census tract,Tract 5401.02,17031540102,3255,60827,17031540102,0.090974614,0.013782542,0.158527955,0.094069951
Census tract,Tract 5501,17031550100,6465,60617,17031550100,0.00798671,0.016284987,0.000614251,0.007775922
Census tract,Tract 5501,17031550100,6465,60633,17031550100,0.490992718,0.366559486,0.458204334,0.482570062
Census tract,Tract 5502,17031550200,2624,60633,17031550200,0.205825987,0.147909968,0.074303406,0.195488722
Census tract,Tract 5601,17031560100,1501,60632,17031560100,0.013816411,0.016913319,0.021191294,0.014604992
Census tract,Tract 5601,17031560100,1501,60804,17031560100,0.0,0.002361275,0.0,0.000161852
Census tract,Tract 5602,17031560200,1644,60632,17031560200,0.0,0.001585624,0.000572738,0.000168357
Census tract,Tract 5602,17031560200,1644,60638,17031560200,0.025503293,0.014523938,0.002557545,0.023236147
Census tract,Tract 5603,17031560300,3308,60638,17031560300,0.047830352,0.017751479,0.003836317,0.042807668
Census tract,Tract 5604,17031560400,1807,60632,17031560400,0.024402366,0.016384778,0.005154639,0.022349425
Census tract,Tract 5607,17031560700,3764,60638,17031560700,0.055117007,0.045723507,0.076086957,0.055734536
Census tract,Tract 5608,17031560800,5858,60638,17031560800,0.097856042,0.07584723,0.104219949,0.096609214
Census tract,Tract 5609,17031560900,5381,60638,17031560900,0.089541781,0.059171598,0.021099744,0.082957474
Census tract,Tract 5610,17031561000,6301,60501,17031561000,0.006709677,0.029748284,0.015601783,0.010604454
Census tract,Tract 5610,17031561000,6301,60638,17031561000,0.095940959,0.073695535,0.03516624,0.090447809
Census tract,Tract 5611,17031561100,5650,60638,17031561100,0.091503573,0.012372243,0.022378517,0.081225838
Census tract,Tract 5701,17031570100,1280,60632,17031570100,0.017096566,0.035940803,0.016609393,0.018561387
Census tract,Tract 5702,17031570200,2236,60632,17031570200,0.027334626,0.094080338,0.028636884,0.032745486
Census tract,Tract 5703,17031570300,5916,60632,17031570300,0.069082054,0.065010571,0.066437572,0.068563492
Census tract,Tract 5704,17031570400,1640,60632,17031570400,0.022314994,0.03435518,0.047537228,0.02512732
Census tract,Tract 5705,17031570500,2654,60632,17031570500,0.033696138,0.028012685,0.067010309,0.035691738
Census tract,Tract 5801,17031580100,2698,60608,17031580100,0.0,0.000691802,0.0,6.0246e-05
Census tract,Tract 5801,17031580100,2698,60632,17031580100,0.04234382,0.040169133,0.063001145,0.043688707
Census tract,Tract 5802,17031580200,3288,60608,17031580200,0.0,0.000345901,0.00019425,6.0246e-05
Census tract,Tract 5802,17031580200,3288,60632,17031580200,0.03871577,0.02589852,0.029209622,0.036996507
Census tract,Tract 5803,17031580300,2512,60632,17031580300,0.02479996,0.020084567,0.025200458,0.024453891
Census tract,Tract 5804,17031580400,4891,60632,17031580400,0.053078873,0.054968288,0.064146621,0.054042679
Census tract,Tract 5805.01,17031580501,4993,60632,17031580501,0.06277024,0.04756871,0.057846506,0.061197862
Census tract,Tract 5805.02,17031580502,5358,60632,17031580502,0.046767059,0.073995772,0.049255441,0.049118229
Census tract,Tract 5806,17031580600,5179,60632,17031580600,0.057154217,0.033826638,0.054982818,0.055137001
Census tract,Tract 5807,17031580700,5908,60609,17031580700,0.002527129,0.009483167,0.007663923,0.003796537
Census tract,Tract 5807,17031580700,5908,60632,17031580700,0.052283684,0.00845666,0.027491409,0.046971674
Census tract,Tract 5808,17031580800,2261,60632,17031580800,0.017792356,0.012684989,0.023482245,0.01780378
Census tract,Tract 5905,17031590500,1865,60609,17031590500,0.0318121,0.030820294,0.039738859,0.032812924
Census tract,Tract 5906,17031590600,3419,60609,17031590600,0.048213666,0.011853959,0.03377803,0.04327277
Census tract,Tract 5907,17031590700,3276,60609,17031590700,0.048362321,0.046941679,0.040590406,0.047185527
Census tract,Tract 6004,17031600400,4188,60608,17031600400,0.005962318,0.009339329,0.006410256,0.006325873
Census tract,Tract 6004,17031600400,4188,60616,17031600400,0.03984519,0.020930233,0.073471009,0.041229008
Census tract,Tract 6006,17031600600,3144,60608,17031600600,0.035018682,0.017295054,0.024281274,0.031810103
Census tract,Tract 6007,17031600700,2835,60608,17031600700,0.036330392,0.017295054,0.026612277,0.033165647
Census tract,Tract 6009,17031600900,3549,60608,17031600900,0.059543684,0.022829471,0.073620824,0.058529385
Census tract,Tract 6103,17031610300,5837,60609,17031610300,0.062732273,0.113798009,0.07607153,0.068725061
Census tract,Tract 6104,17031610400,1951,60609,17031610400,0.022397304,0.034613561,0.031223389,0.024600008
Census tract,Tract 6108,17031610800,1611,60609,17031610800,0.026856945,0.006164059,0.012489356,0.023205362
Census tract,Tract 6110,17031611000,823,60609,17031611000,0.016550221,0.018018018,0.013624752,0.016270871
Census tract,Tract 6111,17031611100,2552,60609,17031611100,0.031911204,0.007112376,0.031223389,0.02979119
Census tract,Tract 6112,17031611200,2340,60609,17031611200,0.030474208,0.035087719,0.037751916,0.031844419
Census tract,Tract 6113,17031611300,2650,60609,17031611300,0.04484416,0.045993362,0.055634402,0.046410723
Census tract,Tract 6114,17031611400,2846,60609,17031611400,0.0349834,0.023707918,0.032074936,0.033665207
Census tract,Tract 6115,17031611500,3210,60609,17031611500,0.035379813,0.033665244,0.020437127,0.033200325
Census tract,Tract 6116,17031611600,1589,60609,17031611600,0.024973985,0.007112376,0.013908601,0.022004416
Census tract,Tract 6117,17031611700,2012,60609,17031611700,0.030573312,0.010905642,0.034913426,0.029558749
Census tract,Tract 6118,17031611800,2246,60609,17031611800,0.03528071,0.014698909,0.033210332,0.033316546
Census tract,Tract 6119,17031611900,1639,60609,17031611900,0.033942818,0.034139403,0.055350554,0.036880642
Census tract,Tract 6120,17031612000,1347,60609,17031612000,0.025568604,0.0056899,0.026681805,0.024096386
Census tract,Tract 6121,17031612100,1022,60609,17031612100,0.024775779,0.012328118,0.023559466,0.023592763
Census tract,Tract 6201,17031620100,4785,60632,17031620100,0.058247602,0.024312896,0.02978236,0.053453428
Census tract,Tract 6202,17031620200,2138,60632,17031620200,0.034143432,0.043868922,0.062428408,0.036996507
Census tract,Tract 6203,17031620300,7810,60629,17031620300,0.053252822,0.040458937,0.030075188,0.050591017
Census tract,Tract 6203,17031620300,7810,60632,17031620300,0.006063317,0.00845666,0.013745704,0.006818469
Census tract,Tract 6204,17031620400,4393,60629,17031620400,0.034348829,0.020531401,0.013591671,0.031862359
Census tract,Tract 6204,17031620400,4393,60632,17031620400,0.003876547,0.00422833,0.005727377,0.004040574
Census tract,Tract 6301,17031630100,883,60609,17031630100,0.015212328,0.015647226,0.012205507,0.014837485
Census tract,Tract 6302,17031630200,1825,60609,17031630200,0.001635201,0.003319109,0.001703094,0.001782048
