ZIP,TRACT,RES_RATIO,BUS_RATIO,OTH_RATIO,TOT_RATIO,CDCOVC_2020,CDCOVCR_2020,CHADXHP_2020,CHADXHPR_2020,CDCOVD_2020,CDCOVDR_2020
60616,17031310200,0.019056395,0.02,0.043685465,0.021070508,2770,5111,380,701.1,84,155
60616,17031351000,0.08724659,0.023255814,0.023034154,0.077835084,2770,5111,380,701.1,84,155
60616,17031350100,0.062624401,0.006046512,0.005559968,0.054280143,2770,5111,380,701.1,84,155
60616,17031841000,0.024069296,0.075348837,0.032168388,0.028177873,2770,5111,380,701.1,84,155
60616,17031340500,0.030814596,0.011627907,0.046465449,0.030756651,2770,5111,380,701.1,84,155
60616,17031351100,0,0.004651163,0.001191422,0.000408831,2770,5111,380,701.1,84,155
60617,17031460500,0.078078078,0.038167939,0.095823096,0.0775128,6082,7279.2,832,995.8,126,150.8
60617,17031450300,0.048239729,0.082951654,0.058046683,0.050981573,6082,7279.2,832,995.8,126,150.8
60617,17031460302,0.046834068,0.019847328,0.072788698,0.047695972,6082,7279.2,832,995.8,126,150.8
60617,17031460301,0.035684621,0.019847328,0.048832924,0.036004709,6082,7279.2,832,995.8,126,150.8
60617,17031510100,0.031595425,0.03562341,0.01965602,0.030747748,6082,7279.2,832,995.8,126,150.8
60617,17031460600,0.01223564,0.00610687,0.023034398,0.012868603,6082,7279.2,832,995.8,126,150.8
60617,17031480300,0.000127787,0.015267176,0.000921376,0.00101306,6082,7279.2,832,995.8,126,150.8
60617,17031480200,0,0.005089059,0.001228501,0.00038332,6082,7279.2,832,995.8,126,150.8
60617,17031460700,0.033096927,0.038167939,0.088452088,0.03830463,6082,7279.2,832,995.8,126,150.8
60617,17031520100,0.017283241,0.038676845,0.0254914,0.019166005,6082,7279.2,832,995.8,126,150.8
60617,17031520300,0.057248738,0.060050891,0.01965602,0.054048134,6082,7279.2,832,995.8,126,150.8
60617,17031834300,0.000191681,0.032569975,0.002764128,0.002163021,6082,7279.2,832,995.8,126,150.8
60617,17031460100,0.039294614,0.030025445,0.07002457,0.041535471,6082,7279.2,832,995.8,126,150.8
60617,17031480500,0.064660405,0.107888041,0.024570025,0.063412096,6082,7279.2,832,995.8,126,150.8
60617,17031461000,0.028560475,0.076335878,0.034398034,0.031651288,6082,7279.2,832,995.8,126,150.8
60617,17031520200,0.031180116,0.03307888,0.04453317,0.032472688,6082,7279.2,832,995.8,126,150.8
60617,17031480100,0.030445339,0.042748092,0.014127764,0.029652548,6082,7279.2,832,995.8,126,150.8
60617,17031510200,0.036547185,0.024427481,0.003071253,0.032910769,6082,7279.2,832,995.8,126,150.8
60617,17031460200,0.028241007,0.023918575,0.065724816,0.031350108,6082,7279.2,832,995.8,126,150.8
60617,17031520600,0.026643665,0.007633588,0.006449631,0.023820606,6082,7279.2,832,995.8,126,150.8
60617,17031550100,0.00798671,0.016284987,0.000614251,0.007775922,6082,7279.2,832,995.8,126,150.8
60617,17031480400,0.077726663,0.037150127,0.022727273,0.070640418,6082,7279.2,832,995.8,126,150.8
60617,17031833900,0.024790748,0.050890585,0.071560197,0.030364428,6082,7279.2,832,995.8,126,150.8
60617,17031838800,0.035748514,0.033587786,0.021805897,0.034389289,6082,7279.2,832,995.8,126,150.8
60617,17031460400,0.049805124,0.01221374,0.108722359,0.053035074,6082,7279.2,832,995.8,126,150.8
60617,17031510300,0.070698358,0.058524173,0.008906634,0.064534677,6082,7279.2,832,995.8,126,150.8
60617,17031520400,0.038751517,0.044274809,0.030712531,0.03833201,6082,7279.2,832,995.8,126,150.8
60617,17031520500,0.048303623,0.008651399,0.015356265,0.043233031,6082,7279.2,832,995.8,126,150.8
60618,17031210502,0.033791382,0.01232166,0.034052019,0.032366096,6313,6651.8,434,457.3,102,107.5
60618,17031140800,0.00639074,0.040207523,0.010609172,0.009231718,6313,6651.8,434,457.3,102,107.5
60618,17031160501,0.036287336,0.021400778,0.036276523,0.035274418,6313,6651.8,434,457.3,102,107.5
60618,17031831100,0.065278806,0.05771725,0.052190281,0.063079736,6313,6651.8,434,457.3,102,107.5
60618,17031050600,0.00326394,0.002594034,0.007871321,0.003811664,6313,6651.8,434,457.3,102,107.5
60618,17031051400,0.036506761,0.019455253,0.052019165,0.037345495,6313,6651.8,434,457.3,102,107.5
60618,17031050700,0.001316547,0.000972763,0.000855578,0.001233833,6313,6651.8,434,457.3,102,107.5
60618,17031160800,0.055980691,0.077172503,0.029774127,0.054046313,6313,6651.8,434,457.3,102,107.5
60618,17031050800,0.015606572,0.015888457,0.01659822,0.01575341,6313,6651.8,434,457.3,102,107.5
60618,17031843700,0.030527442,0.060635538,0.039527721,0.033732126,6313,6651.8,434,457.3,102,107.5
60618,17031040900,0.002029677,0.005512322,0.003935661,0.002511732,6313,6651.8,434,457.3,102,107.5
60618,17031160502,0.035217642,0.028534371,0.028576318,0.033908388,6313,6651.8,434,457.3,102,107.5
60618,17031161000,0.000109712,0,0.000171116,0.000110164,6313,6651.8,434,457.3,102,107.5
60618,17031160400,0.051893908,0.058365759,0.049623546,0.052041333,6313,6651.8,434,457.3,102,107.5
60618,17031210601,0.029101182,0.018158236,0.03045859,0.028532399,6313,6651.8,434,457.3,102,107.5
60618,17031160602,0.043610631,0.024967575,0.049110198,0.043051975,6313,6651.8,434,457.3,102,107.5
60618,17031050500,0.056035547,0.034046693,0.066735113,0.055919096,6313,6651.8,434,457.3,102,107.5
60618,17031210800,0.01036781,0.010376135,0.015400411,0.01101637,6313,6651.8,434,457.3,102,107.5
60618,17031210501,0.034339943,0.033398184,0.022073922,0.032696587,6313,6651.8,434,457.3,102,107.5
60618,17031051100,0.018925368,0.021725032,0.022245038,0.019543041,6313,6651.8,434,457.3,102,107.5
60618,17031210700,0.040236979,0.016861219,0.04192334,0.038865755,6313,6651.8,434,457.3,102,107.5
60618,17031050900,0.017252256,0.011024643,0.010095825,0.015907639,6313,6651.8,434,457.3,102,107.5
60618,17031140702,0.003318796,0.020428016,0.002908966,0.004428581,6313,6651.8,434,457.3,102,107.5
60618,17031051300,0.004854768,0.000648508,0.010951403,0.005353956,6313,6651.8,434,457.3,102,107.5
60618,17031210602,0.03864615,0.061932555,0.046372348,0.041223258,6313,6651.8,434,457.3,102,107.5
60618,17031160601,0.037384459,0.025291829,0.053045859,0.038579329,6313,6651.8,434,457.3,102,107.5
60618,17031140602,0.002194246,0.009079118,0.004449008,0.002952387,6313,6651.8,434,457.3,102,107.5
60618,17031050200,0.062782852,0.076848249,0.067077344,0.064291537,6313,6651.8,434,457.3,102,107.5
60618,17031160900,0.02443841,0.018158236,0.009753593,0.022120872,6313,6651.8,434,457.3,102,107.5
60618,17031040800,0.000959982,0.003891051,0.00119781,0.001189768,6313,6651.8,434,457.3,102,107.5
60618,17031140601,0.000548561,0.001945525,0,0.000572851,6313,6651.8,434,457.3,102,107.5
60618,17031051000,0.019199649,0.027885863,0.020020534,0.019895565,6313,6651.8,434,457.3,102,107.5
60618,17031160700,0.056446968,0.037613489,0.027207392,0.051402384,6313,6651.8,434,457.3,102,107.5
60618,17031830900,0.011300365,0.002594034,0.004791239,0.009870668,6313,6651.8,434,457.3,102,107.5
60618,17031050300,0.029814312,0.025291829,0.041238877,0.030978033,6313,6651.8,434,457.3,102,107.5
60618,17031210900,0.03368167,0.0538262,0.040896646,0.035979465,6313,6651.8,434,457.3,102,107.5
60618,17031051200,0.000877698,0.001297017,0.002737851,0.001145703,6313,6651.8,434,457.3,102,107.5
60618,17031050100,0.005019337,0.004863813,0.00752909,0.005331923,6313,6651.8,434,457.3,102,107.5
60618,17031160300,0.000630846,0,0.000855578,0.000616917,6313,6651.8,434,457.3,102,107.5
60618,17031210100,0.043830056,0.057068742,0.038843258,0.044087514,6313,6651.8,434,457.3,102,107.5
60619,17031690900,0.059339219,0.057673975,0.051800691,0.058447847,3308,5404.6,699,1142,107,174.8
60619,17031510300,0,0.000476644,0,2.62E-05,3308,5404.6,699,1142,107,174.8
60619,17031440102,0.062989424,0.059580553,0.138628515,0.070828426,3308,5404.6,699,1142,107,174.8
60619,17031440900,0.034380557,0.02907531,0.018746917,0.03243031,3308,5404.6,699,1142,107,174.8
60619,17031691000,0.035940474,0.04099142,0.026640355,0.035230991,3308,5404.6,699,1142,107,174.8
60619,17031430300,3.12E-05,0.001429933,0,0.000104698,3308,5404.6,699,1142,107,174.8
60619,17031440300,0.066920413,0.056244042,0.05673409,0.065253239,3308,5404.6,699,1142,107,174.8
60619,17031691400,0.04682869,0.083889418,0.018253577,0.045831697,3308,5404.6,699,1142,107,174.8
60619,17031440201,0.083642717,0.082459485,0.139861865,0.089543254,3308,5404.6,699,1142,107,174.8
60619,17031440600,0.026237794,0.010486177,0.00271337,0.022876587,3308,5404.6,699,1142,107,174.8
60619,17031490500,0.00018719,0.007149666,0.00123335,0.000680539,3308,5404.6,699,1142,107,174.8
60619,17031690400,0.000717562,0.013346044,0.00148002,0.001491951,3308,5404.6,699,1142,107,174.8
60619,17031440101,0.078183009,0.040038132,0.177355698,0.0866117,3308,5404.6,699,1142,107,174.8
60619,17031834200,0.010014663,0.010962822,0.010853478,0.010155739,3308,5404.6,699,1142,107,174.8
60619,17031430400,0.044488815,0.022402288,0.030833744,0.041826986,3308,5404.6,699,1142,107,174.8
60619,17031440202,0.06735719,0.054337464,0.082634435,0.068263316,3308,5404.6,699,1142,107,174.8
60619,17031470100,0.034661342,0.047664442,0.020720276,0.033896087,3308,5404.6,699,1142,107,174.8
60619,17031490400,0.013415281,0.003813155,0.005426739,0.012040309,3308,5404.6,699,1142,107,174.8
60619,17031440800,0.027454528,0.013822688,0.037740503,0.027797409,3308,5404.6,699,1142,107,174.8
60619,17031841800,0.026081802,0.030028599,0.029107055,0.026619552,3308,5404.6,699,1142,107,174.8
60619,17031480200,0.017814245,0.013822688,0.015786877,0.017379924,3308,5404.6,699,1142,107,174.8
60619,17031440700,0.020559698,0.011439466,0.011593488,0.019107447,3308,5404.6,699,1142,107,174.8
60619,17031490300,0.02929523,0.011439466,0.003946719,0.025624918,3308,5404.6,699,1142,107,174.8
60619,17031691500,0.067014008,0.190657769,0.033793784,0.070278759,3308,5404.6,699,1142,107,174.8
60619,17031430500,0.001403925,0.000953289,0,0.001230205,3308,5404.6,699,1142,107,174.8
60619,17031834300,0.091099117,0.038608198,0.043167242,0.08313048,3308,5404.6,699,1142,107,174.8
60619,17031690500,0.001091941,0.012392755,0.00197336,0.001806046,3308,5404.6,699,1142,107,174.8
60619,17031500100,0.000405578,0.010962822,0.00024667,0.00096846,3308,5404.6,699,1142,107,174.8
60619,17031691300,0.033943781,0.041944709,0.020966946,0.033006151,3308,5404.6,699,1142,107,174.8
60619,17031480300,0.018500608,0.001906578,0.017760237,0.017510797,3308,5404.6,699,1142,107,174.8
60620,17031710400,0.067935053,0.045784225,0.083718779,0.068463994,3926,5798.2,793,1171.2,124,183.1
60620,17031710800,0.059401667,0.046237534,0.072386679,0.060141349,3926,5798.2,793,1171.2,124,183.1
60620,17031711400,0.029750639,0.038531278,0.01827012,0.028924605,3926,5798.2,793,1171.2,124,183.1
60620,17031700501,0.008732609,0.033091568,0.002081406,0.00941414,3926,5798.2,793,1171.2,124,183.1
60620,17031730100,0.031543646,0.00543971,0.000693802,0.026332306,3926,5798.2,793,1171.2,124,183.1
60620,17031842400,0.043696251,0.070716228,0.030296022,0.043741643,3926,5798.2,793,1171.2,124,183.1
60620,17031710700,0.050303815,0.043517679,0.078862165,0.053264933,3926,5798.2,793,1171.2,124,183.1
60620,17031681300,0.003818441,0.001813237,0.006475486,0.004011242,3926,5798.2,793,1171.2,124,183.1
60620,17031730300,0.014178039,0.019038985,0.009019426,0.013861981,3926,5798.2,793,1171.2,124,183.1
60620,17031711000,0.041903244,0.038984587,0.040240518,0.041531367,3926,5798.2,793,1171.2,124,183.1
60620,17031730202,0.035063253,0.014505893,0.016188714,0.031598767,3926,5798.2,793,1171.2,124,183.1
60620,17031730201,0.080419697,0.047144152,0.126965772,0.083908642,3926,5798.2,793,1171.2,124,183.1
60620,17031711100,0.115682173,0.179963735,0.0339963,0.109913499,3926,5798.2,793,1171.2,124,183.1
60620,17031691200,0.042069263,0.100181324,0.057585569,0.04739815,3926,5798.2,793,1171.2,124,183.1
60620,17031710300,0.02085201,0.02130553,0.038621647,0.02297596,3926,5798.2,793,1171.2,124,183.1
60620,17031821600,0,0.000453309,0,2.73E-05,3926,5798.2,793,1171.2,124,183.1
60620,17031720100,0.000298835,0.000453309,0,0.000272874,3926,5798.2,793,1171.2,124,183.1
60620,17031710900,0.028887339,0.034451496,0.020120259,0.028187846,3926,5798.2,793,1171.2,124,183.1
60620,17031710600,0.025301325,0.02674524,0.054116559,0.028788168,3926,5798.2,793,1171.2,124,183.1
60620,17031711200,0.064946708,0.038531278,0.043709528,0.06085082,3926,5798.2,793,1171.2,124,183.1
60620,17031834000,0.042899359,0.009519492,0.003931545,0.036292193,3926,5798.2,793,1171.2,124,183.1
60620,17031700100,3.32E-05,0.031278332,0.000693802,0.001991978,3926,5798.2,793,1171.2,124,183.1
60620,17031711300,0.021350068,0.030371714,0.018732655,0.021584304,3926,5798.2,793,1171.2,124,183.1
60620,17031711500,0.028920543,0.004533092,0.005550416,0.024695064,3926,5798.2,793,1171.2,124,183.1
60620,17031700502,0,0.000453309,0,2.73E-05,3926,5798.2,793,1171.2,124,183.1
60620,17031710100,0.018926188,0.023572076,0.02613321,0.020056212,3926,5798.2,793,1171.2,124,183.1
60620,17031710200,0.065245542,0.029918404,0.077243293,0.064534614,3926,5798.2,793,1171.2,124,183.1
60620,17031710500,0.057841086,0.063463282,0.134366327,0.067208776,3926,5798.2,793,1171.2,124,183.1
60621,17031834800,0.06358764,0.050306748,0.060076287,0.062441019,1704,6081.8,375,1338.4,71,253.4
60621,17031691100,0.091245947,0.079754601,0.120470439,0.095575128,1704,6081.8,375,1338.4,71,253.4
60621,17031834600,0.068616423,0.084662577,0.09726637,0.074027472,1704,6081.8,375,1338.4,71,253.4
60621,17031681100,0.084959968,0.077300613,0.08677686,0.084932369,1704,6081.8,375,1338.4,71,253.4
60621,17031834700,0.063984649,0.057668712,0.057533376,0.062650729,1704,6081.8,375,1338.4,71,253.4
60621,17031400500,0.000132336,0.019631902,0.000317864,0.00099612,1704,6081.8,375,1338.4,71,253.4
60621,17031842500,0.005822802,0.018404908,0.009535919,0.006972843,1704,6081.8,375,1338.4,71,253.4
60621,17031681000,0.087143519,0.093251534,0.081055308,0.086400336,1704,6081.8,375,1338.4,71,253.4
60621,17031834500,0.007278502,0.036809816,0.018436109,0.010380623,1704,6081.8,375,1338.4,71,253.4
60621,17031681300,0.067094554,0.065030675,0.09885569,0.072244941,1704,6081.8,375,1338.4,71,253.4
60621,17031680600,0.031363727,0.047852761,0.036236491,0.032871972,1704,6081.8,375,1338.4,71,253.4
60621,17031681400,0.071991001,0.03803681,0.025429116,0.062860438,1704,6081.8,375,1338.4,71,253.4
60621,17031690300,0.058955866,0.047852761,0.068976478,0.060134214,1704,6081.8,375,1338.4,71,253.4
60621,17031680900,0.186528155,0.153374233,0.111888112,0.172800671,1704,6081.8,375,1338.4,71,253.4
60621,17031400800,0.000661682,0.006134969,0.000635728,0.000891266,1704,6081.8,375,1338.4,71,253.4
60621,17031681200,0.075961093,0.111656442,0.101080737,0.081629443,1704,6081.8,375,1338.4,71,253.4
60621,17031680500,0.034672137,0.012269939,0.025429116,0.032190416,1704,6081.8,375,1338.4,71,253.4
60622,17031241200,0.028639982,0.023488473,0.023947151,0.027476814,3757,7049.6,312,585.4,70,131.3
60622,17031240200,0.031648703,0.014789039,0.018662263,0.028256913,3757,7049.6,312,585.4,70,131.3
60622,17031242800,0.003122977,0.013484124,0.003798514,0.003929387,3757,7049.6,312,585.4,70,131.3
60622,17031242300,0.063982938,0.043932144,0.061436829,0.062205657,3757,7049.6,312,585.4,70,131.3
60622,17031243200,0.038085082,0.063940844,0.04178365,0.040449568,3757,7049.6,312,585.4,70,131.3
60622,17031243100,0.037056785,0.075250109,0.031709331,0.03865823,3757,7049.6,312,585.4,70,131.3
60622,17031242500,0.053890391,0.034797738,0.04954583,0.051862125,3757,7049.6,312,585.4,70,131.3
60622,17031241300,0.028449556,0.010439321,0.032700248,0.02799688,3757,7049.6,312,585.4,70,131.3
60622,17031242400,0.047987203,0.056546324,0.05730801,0.050186357,3757,7049.6,312,585.4,70,131.3
60622,17031242700,0.029592109,0.036102653,0.029562345,0.030019358,3757,7049.6,312,585.4,70,131.3
60622,17031241100,0.062916556,0.031317964,0.064244426,0.061049955,3757,7049.6,312,585.4,70,131.3
60622,17031836600,0.005903188,0.007829491,0.008257638,0.006443038,3757,7049.6,312,585.4,70,131.3
60622,17031242900,0.00232319,0.011309265,0.003798514,0.00317818,3757,7049.6,312,585.4,70,131.3
60622,17031243000,0.003122977,0.011744237,0.004293972,0.003900494,3757,7049.6,312,585.4,70,131.3
60622,17031242100,0.079978672,0.052196607,0.096284063,0.080985814,3757,7049.6,312,585.4,70,131.3
60622,17031241500,0.073770804,0.151805133,0.058794385,0.076334113,3757,7049.6,312,585.4,70,131.3
60622,17031240900,0.021175306,0.019138756,0.017175888,0.020340354,3757,7049.6,312,585.4,70,131.3
60622,17031242200,0.075827398,0.042192258,0.081090008,0.074513883,3757,7049.6,312,585.4,70,131.3
60622,17031832300,0.013215523,0.014789039,0.01073493,0.012886077,3757,7049.6,312,585.4,70,131.3
60622,17031241400,0.106295464,0.116572423,0.09611891,0.105197769,3757,7049.6,312,585.4,70,131.3
60622,17031842300,0.000952127,0.008264463,0.002146986,0.001646875,3757,7049.6,312,585.4,70,131.3
60622,17031836700,3.81E-05,0.005654632,0,0.000404496,3757,7049.6,312,585.4,70,131.3
60622,17031243300,0.000685531,0.006959548,0.000660611,0.001097917,3757,7049.6,312,585.4,70,131.3
60622,17031241600,0.008264463,0.022183558,0.011065235,0.009679004,3757,7049.6,312,585.4,70,131.3
60622,17031241000,0.032829341,0.009134406,0.050867052,0.034411025,3757,7049.6,312,585.4,70,131.3
60622,17031242600,0.095517386,0.062635929,0.083732453,0.091271561,3757,7049.6,312,585.4,70,131.3
60622,17031831000,0.024983814,0.006089604,0.022625929,0.023316287,3757,7049.6,312,585.4,70,131.3
60622,17031240300,0.023841261,0.023923445,0.029066887,0.024760914,3757,7049.6,312,585.4,70,131.3
60622,17031242000,0.005903188,0.023488473,0.008587944,0.007540955,3757,7049.6,312,585.4,70,131.3
60623,17031290900,0.066700968,0.04311612,0.106146572,0.070994575,9192,11308.6,1014,1247.5,230,283
60623,17031292200,0.041769961,0.015188633,0.066903073,0.043652803,9192,11308.6,1014,1247.5,230,283
60623,17031841500,0.050142663,0.027927487,0.087706856,0.054249548,9192,11308.6,1014,1247.5,230,283
60623,17031830500,0.04041349,0.044585987,0.010401891,0.036130199,9192,11308.6,1014,1247.5,230,283
60623,17031292500,0.062818654,0.045075943,0.04751773,0.059168174,9192,11308.6,1014,1247.5,230,283
60623,17031300900,0.037653772,0.047035767,0.03144208,0.037396022,9192,11308.6,1014,1247.5,230,283
60623,17031301801,0.034192432,0.035766781,0.011111111,0.030777577,9192,11308.6,1014,1247.5,230,283
60623,17031300800,0.037466673,0.051935326,0.03356974,0.037938517,9192,11308.6,1014,1247.5,230,283
60623,17031838700,0.077973713,0.035766781,0.137825059,0.084014467,9192,11308.6,1014,1247.5,230,283
60623,17031841600,0.014032462,0.006859383,0.022695035,0.01482821,9192,11308.6,1014,1247.5,230,283
60623,17031301600,0.035876327,0.030377266,0.009456265,0.031428571,9192,11308.6,1014,1247.5,230,283
60623,17031301100,0.019084148,0.00832925,0.017730496,0.018083183,9192,11308.6,1014,1247.5,230,283
60623,17031301802,0.030918191,0.069573738,0.020094563,0.032115732,9192,11308.6,1014,1247.5,230,283
60623,17031843100,0.025679405,0.012738854,0.044917258,0.027667269,9192,11308.6,1014,1247.5,230,283
60623,17031300600,0.029889144,0.04066634,0.025768322,0.03005425,9192,11308.6,1014,1247.5,230,283
60623,17031300500,0.025071332,0.054385105,0.019621749,0.026401447,9192,11308.6,1014,1247.5,230,283
60623,17031300700,0.039337668,0.037726605,0.027186761,0.037359855,9192,11308.6,1014,1247.5,230,283
60623,17031841700,0.033631133,0.042626164,0.01749409,0.031826401,9192,11308.6,1014,1247.5,230,283
60623,17031843500,0.009401749,0.03233709,0.009456265,0.011103074,9192,11308.6,1014,1247.5,230,283
60623,17031292400,0.034519856,0.034786869,0.047754137,0.036564195,9192,11308.6,1014,1247.5,230,283
60623,17031301702,0.031526264,0.014698677,0.009219858,0.026871609,9192,11308.6,1014,1247.5,230,283
60623,17031840700,0.019130923,0.02988731,0.021276596,0.020253165,9192,11308.6,1014,1247.5,230,283
60623,17031301803,0.039290893,0.01910828,0.01607565,0.034249548,9192,11308.6,1014,1247.5,230,283
60623,17031843400,0.037653772,0.105830475,0.021985816,0.040289331,9192,11308.6,1014,1247.5,230,283
60623,17031814200,0,0,0.000236407,3.62E-05,9192,11308.6,1014,1247.5,230,283
60623,17031291200,0.041255438,0.007349339,0.075177305,0.043942134,9192,11308.6,1014,1247.5,230,283
60623,17031301701,0.036203751,0.064674179,0.018439716,0.035587703,9192,11308.6,1014,1247.5,230,283
60623,17031840800,0.026240703,0.025967663,0.008983452,0.02358047,9192,11308.6,1014,1247.5,230,283
60623,17031841400,0.022124515,0.015678589,0.033806147,0.023435805,9192,11308.6,1014,1247.5,230,283
60624,17031836800,0.071390267,0.04973357,0.060769231,0.068090654,2528,7245.2,439,1258.2,62,177.7
60624,17031260200,0.035594584,0.097690941,0.036153846,0.039209787,2528,7245.2,439,1258.2,62,177.7
60624,17031837300,0.019707736,0.006216696,0.023076923,0.019604894,2528,7245.2,439,1258.2,62,177.7
60624,17031260700,0.037605577,0.048845471,0.052564103,0.041165263,2528,7245.2,439,1258.2,62,177.7
60624,17031290900,0.004826384,0.021314387,0.004615385,0.005716005,2528,7245.2,439,1258.2,62,177.7
60624,17031291200,0.000134066,0.010657194,0,0.000701966,2528,7245.2,439,1258.2,62,177.7
60624,17031260100,0.038275908,0.063943162,0.031538462,0.038407541,2528,7245.2,439,1258.2,62,177.7
60624,17031271500,0.032846226,0.007104796,0.035384615,0.03188929,2528,7245.2,439,1258.2,62,177.7
60624,17031843000,0.087076016,0.181172291,0.096410256,0.094213799,2528,7245.2,439,1258.2,62,177.7
60624,17031271300,0.02259016,0.008880995,0.036666667,0.024568793,2528,7245.2,439,1258.2,62,177.7
60624,17031252202,0,0.002664298,0.00025641,0.000200562,2528,7245.2,439,1258.2,62,177.7
60624,17031841500,0.00107253,0,0,0.000802246,2528,7245.2,439,1258.2,62,177.7
60624,17031842100,0,0.024866785,0,0.001403931,2528,7245.2,439,1258.2,62,177.7
60624,17031260500,0.036130849,0.041740675,0.042820513,0.037755716,2528,7245.2,439,1258.2,62,177.7
60624,17031836600,0.002413192,0,0.002051282,0.002206177,2528,7245.2,439,1258.2,62,177.7
60624,17031231500,0.142177236,0.031083481,0.120512821,0.131668672,2528,7245.2,439,1258.2,62,177.7
60624,17031260900,0.032242928,0.037300178,0.033589744,0.032791817,2528,7245.2,439,1258.2,62,177.7
60624,17031260300,0.105443089,0.122557726,0.052051282,0.095968712,2528,7245.2,439,1258.2,62,177.7
60624,17031260600,0.049403405,0.020426288,0.052051282,0.048285199,2528,7245.2,439,1258.2,62,177.7
60624,17031260400,0.029293471,0.044404973,0.033333333,0.030936623,2528,7245.2,439,1258.2,62,177.7
60624,17031838700,0.000201099,0.026642984,0,0.001654633,2528,7245.2,439,1258.2,62,177.7
60624,17031271400,0.039549537,0.028419183,0.061025641,0.043120738,2528,7245.2,439,1258.2,62,177.7
60624,17031260800,0.05402869,0.046181172,0.065897436,0.055906538,2528,7245.2,439,1258.2,62,177.7
60624,17031261000,0.049336372,0.045293073,0.048205128,0.048886883,2528,7245.2,439,1258.2,62,177.7
60624,17031836900,0.020244001,0.005328597,0.034102564,0.022111913,2528,7245.2,439,1258.2,62,177.7
60624,17031270500,0.062541896,0.01687389,0.051538462,0.057811873,2528,7245.2,439,1258.2,62,177.7
60624,17031836700,0.025874782,0.010657194,0.025384615,0.024919775,2528,7245.2,439,1258.2,62,177.7
60625,17031040800,0.021323061,0.01044505,0.016427676,0.01992728,5342,6724.2,475,597.9,169,212.7
60625,17031140702,0.053899117,0.025885559,0.053459557,0.052368135,5342,6724.2,475,597.9,169,212.7
60625,17031040401,0.042494464,0.042234332,0.049004594,0.043585021,5342,6724.2,475,597.9,169,212.7
60625,17031160501,0.000181989,0,0.000139218,0.000165274,5342,6724.2,475,597.9,169,212.7
60625,17031140602,0.053231824,0.029972752,0.061255743,0.053383388,5342,6724.2,475,597.9,169,212.7
60625,17031040100,0.040704905,0.030881017,0.038702492,0.039854559,5342,6724.2,475,597.9,169,212.7
60625,17031140100,0.037520095,0.028610354,0.067938187,0.042215611,5342,6724.2,475,597.9,169,212.7
60625,17031040900,0.032030089,0.024069028,0.027008214,0.030764509,5342,6724.2,475,597.9,169,212.7
60625,17031040600,0.038248051,0.088101726,0.044131978,0.041837843,5342,6724.2,475,597.9,169,212.7
60625,17031140301,0.026509752,0.040871935,0.028539607,0.027600699,5342,6724.2,475,597.9,169,212.7
60625,17031831800,0.069580515,0.074477748,0.075038285,0.070760731,5342,6724.2,475,597.9,169,212.7
60625,17031140200,0.061542661,0.059945504,0.066406794,0.062284554,5342,6724.2,475,597.9,169,212.7
60625,17031140701,0.033607328,0.068574024,0.032855353,0.035297729,5342,6724.2,475,597.9,169,212.7
60625,17031040201,0.139434014,0.218891916,0.11179173,0.138877084,5342,6724.2,475,597.9,169,212.7
60625,17031140601,0.02468986,0.011807448,0.008353056,0.021249469,5342,6724.2,475,597.9,169,212.7
60625,17031040402,0.028481301,0.028156222,0.023666992,0.02764792,5342,6724.2,475,597.9,169,212.7
60625,17031040300,0.033061361,0.021798365,0.032716135,0.032417245,5342,6724.2,475,597.9,169,212.7
60625,17031140800,0.075343505,0.055404178,0.064179312,0.072413467,5342,6724.2,475,597.9,169,212.7
60625,17031040700,0.049592041,0.069028156,0.059585132,0.052297304,5342,6724.2,475,597.9,169,212.7
60625,17031830800,0.005823653,0.014078111,0.008492273,0.006705388,5342,6724.2,475,597.9,169,212.7
60625,17031040202,0.091934848,0.053133515,0.089377697,0.089483874,5342,6724.2,475,597.9,169,212.7
60625,17031140302,0.040765568,0.003633061,0.040929974,0.038862917,5342,6724.2,475,597.9,169,212.7
60626,17031010701,0.041549135,0.009191176,0.047032475,0.041664249,3282,6493.4,471,931.9,154,304.7
60626,17031010300,0.126820157,0.080882353,0.115621501,0.123048802,3282,6493.4,471,931.9,154,304.7
60626,17031010201,0.037051155,0.045036765,0.045912654,0.039140022,3282,6493.4,471,931.9,154,304.7
60626,17031010202,0.04791492,0.084558824,0.058370661,0.051238902,3282,6493.4,471,931.9,154,304.7
60626,17031010502,0.076160707,0.038602941,0.073768197,0.074479197,3282,6493.4,471,931.9,154,304.7
60626,17031010100,0.101623847,0.068014706,0.120380739,0.104450763,3282,6493.4,471,931.9,154,304.7
60626,17031010503,0.053823283,0.067095588,0.029675252,0.049236929,3282,6493.4,471,931.9,154,304.7
60626,17031830600,0.084165587,0.160845588,0.120800672,0.094179771,3282,6493.4,471,931.9,154,304.7
60626,17031020500,0.019592895,0.003676471,0.004479283,0.015957755,3282,6493.4,471,931.9,154,304.7
60626,17031010600,0.125790958,0.109375,0.138857783,0.127981199,3282,6493.4,471,931.9,154,304.7
60626,17031010400,0.09457193,0.068014706,0.072648376,0.089189346,3282,6493.4,471,931.9,154,304.7
60626,17031010501,0.103148586,0.063419118,0.0806271,0.097226252,3282,6493.4,471,931.9,154,304.7
